Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2022-04-18,13.729063034057617,14.028492509508947,13.617335630567007,13.925703502876573,76350600
2022-04-19,14.14468765258789,14.301106171824694,13.90782612716095,13.925702066621307,88494100
2022-04-20,14.211725234985352,14.27876235831129,14.00167802547972,14.144688964071847,34694700
2022-04-22,13.65755844116211,13.988271474444593,13.550300229212045,13.876544063778383,74560900
2022-04-25,13.45644760131836,13.60392772724911,13.201709279475462,13.39387968106033,66413900
2022-04-26,13.434103965759277,13.666497190508146,13.358129290453398,13.45644995991543,48764100
2022-04-27,13.434103965759277,13.657558792845686,13.384944483440782,13.572646572289862,41881300
2022-04-28,13.523483276367188,13.684370989412365,13.519014078514562,13.608396330742401,43298500
2022-04-29,13.532422065734863,14.11787336286241,13.532422065734863,13.742469256444593,76243900
2022-05-02,13.398348808288574,13.554767329488314,13.10785775601041,13.483261865924838,72456200
2022-05-03,13.51901626586914,13.58158334110448,13.326844989174923,13.460918389209537,52531000
2022-05-04,14.332389831542969,14.377080106794024,13.586050812524698,13.675433067851532,109417000
2022-05-05,14.30557632446289,14.524562790504229,13.863136751084873,14.216194911045726,99439900
2022-05-06,14.774831771850586,14.801645256367273,14.256415859276311,14.60947399481526,129570200
2022-05-09,14.372611999511719,14.765892906575962,14.327921723519651,14.613943581448282,92314500
2022-05-10,14.497745513916016,14.680978365338863,14.390488174208565,14.461993635621758,60330600
2022-05-11,15.002755165100098,15.154704497591728,14.6094742389762,14.649696171248243,108895400
2022-05-12,15.118951797485352,15.23067919165598,14.864211770337556,14.864211770337556,114415900
2022-05-13,15.315589904785156,15.391563707100673,15.150233854879653,15.239614397645067,67000100
2022-05-16,15.46753978729248,15.588205570285783,15.199393034588038,15.306652076634743,92075300
2022-05-17,15.266430854797363,15.704402029156645,15.257492458811495,15.64183496208028,90914700
2022-05-18,15.016161918640137,15.445196431466155,14.940188104750792,15.275370305656374,80986200
2022-05-19,15.270903587341309,15.324533978663244,14.895501077038995,14.980413306060917,63983100
2022-05-20,15.565864562988281,15.565864562988281,15.306656137095151,15.458605492488516,79589900
2022-05-23,16.178129196166992,16.22728952899623,15.708874418403752,15.722281161966283,93807400
2022-05-24,15.737617492675781,15.981650052051267,15.294373827769416,15.538407337053851,154453100
2022-05-25,15.961730003356934,16.076275734447837,15.568290029202823,15.787421695135576,69991900
2022-05-26,16.00157356262207,16.21572486316617,15.911928743798114,15.946790406694305,78303600
2022-05-27,15.239591598510742,16.011532256143035,15.224650480652805,16.011532256143035,118295600
2022-05-30,14.935794830322266,15.374058101550812,14.502512881392597,15.359116984380893,98110100
2022-05-31,14.970658302307129,15.249553490507681,14.846151827188352,15.14496755745522,83598000
2022-06-01,14.950737953186035,15.105125718351227,14.866073511016278,14.890974426397781,46353200
2022-06-02,14.821253776550293,14.965680821648004,14.71666782328508,14.925838779906304,50738300
2022-06-03,15.08022403717041,15.159908102235569,14.706704625961613,14.796348486728178,60396900
2022-06-06,15.09018325805664,15.204729928394855,14.89595347559754,15.189788810548405,39213900
2022-06-07,15.269474983215332,15.588211275392279,15.020462017474824,15.035403137386522,80333700
2022-06-08,15.194769859313965,15.5135061216167,15.105125048064073,15.149947453689018,65923900
2022-06-09,14.975641250610352,15.269476658413247,14.930818835866916,15.194772950477248,53879000
2022-06-10,14.76646900177002,14.945758644999975,14.472633619769413,14.945758644999975,63101700
2022-06-13,14.577217102050781,14.731604852166559,14.278401397055546,14.452710637461845,64507100
2022-06-14,14.741568565368652,15.065285248494982,14.562278916291675,14.771449856911772,68816900
2022-06-15,14.482592582702637,14.950737176856554,14.363066485241653,14.94077643125756,72785700
2022-06-17,13.601088523864746,14.168838756782693,13.013417746759902,14.029391147837929,184606500
2022-06-20,13.755475997924805,14.069231902027749,12.903851201229894,12.958634355084788,92581800
2022-06-21,13.481560707092285,14.024409003860576,13.292311286616725,13.84511937926657,85179500
2022-06-22,13.441717147827148,13.720611348937396,13.142901457397436,13.237526631847105,57874700
2022-06-23,13.192705154418945,13.635947873810974,13.008436114857545,13.436737716213937,69262300
2022-06-24,13.093101501464844,13.491521845594303,13.038318347931158,13.327173334902271,53413400
2022-06-27,13.934764862060547,13.979587270365762,13.277370806796133,13.357054877136727,90417700
2022-06-28,14.109073638916016,14.35808658767903,13.954685876657472,14.233580113297522,51388000
2022-06-29,13.98456859588623,14.353107683787206,13.865042482235301,14.183778785304446,52048800
2022-06-30,13.90986442565918,13.974607378826201,13.64591033986638,13.77041682280295,49910100
2022-07-01,14.20867919921875,14.36804733445099,13.705672928698858,13.984567165355278,64948200
2022-07-04,14.512473106384277,14.582197372001477,14.213658353400886,14.213658353400886,37324200
2022-07-05,13.959667205810547,14.41785110091486,13.72061403669289,14.392949234387459,78428500
2022-07-06,13.780378341674805,14.183779103021516,13.401878498347232,14.024410947917094,57617200
2022-07-07,14.183778762817383,14.402910445784563,13.944726535894521,13.944726535894521,52147300
2022-07-08,14.343147277832031,14.42781172908622,14.12899691280945,14.208680990471139,43097800
2022-07-11,14.273421287536621,14.33816518226508,14.069230757840327,14.104092416582287,39577600
2022-07-12,14.059269905090332,14.158875457799704,13.929783066531728,14.094131563565927,46462000
2022-07-13,14.069231033325195,14.183776757122786,13.934763818479862,14.009467510090944,35497200
2022-07-14,13.6907320022583,13.944725327571,13.566225526119275,13.944725327571,47151000
2022-07-15,13.9248046875,13.969627097645484,13.690732840002875,13.795318780312032,38610800
2022-07-18,14.24354076385498,14.288363170324924,14.094132425652164,14.138954832122108,46782300
2022-07-19,14.532398223876953,14.56227951665199,14.143937618164781,14.21864132505696,48562300
2022-07-20,14.52741527557373,14.552316190155171,14.358086396674725,14.477612496501846,43520800
2022-07-21,14.452713012695312,14.507495220179557,14.044331893713572,14.432791519130792,58843200
2022-07-22,14.607099533081055,14.676822854747773,14.36804733030173,14.462672516784426,55676200
2022-07-25,15.289396286010742,15.314297202311035,14.746547951464553,14.746547951464553,79106600
2022-07-26,15.443784713745117,15.74758084505725,15.234613778235127,15.538409909547259,78360100
2022-07-27,15.613112449645996,15.672875026824837,15.249553763762766,15.588210584230616,56097200
2022-07-28,16.08125877380371,16.250587676927694,15.652956142383152,15.73264022033454,114996500
2022-07-29,17.007585525512695,17.26157790278304,16.350191478652672,16.733669756139292,181480600
2022-08-01,16.773513793945312,17.00758659344655,16.544422317737144,16.932881942596055,81365100
2022-08-02,16.848217010498047,17.181893449636302,16.67390680662541,16.8183347727381,69147100
2022-08-03,16.85817527770996,17.012563984441105,16.713749216374723,16.937859342515527,65544500
2022-08-04,17.03746795654297,17.132094106608935,16.72371296370257,16.97272594839271,54387500
2022-08-05,17.366159439086914,17.460785558741296,16.992640082095892,17.007582148251565,77882600
2022-08-08,18.242687225341797,18.312410539636712,17.495648458208596,17.500627880736307,109484600
2022-08-09,18.54150390625,18.656049634513376,18.352253533554062,18.431937601033717,79051200
2022-08-10,18.48174285888672,18.750677321301033,18.23272988994417,18.750677321301033,78369600
2022-08-11,18.053442001342773,18.855264143166455,18.053442001342773,18.651073564799173,128896500
2022-08-12,19.394084930419922,19.467478387846853,17.78555675118649,17.797789188515885,171288300
2022-08-15,19.40020179748535,19.712121960513407,18.684620521491453,18.886451077974375,96759000
2022-08-16,19.57756996154785,19.614267279416925,19.26565092550805,19.4002042580458,64218800
2022-08-17,20.036272048950195,20.072969359700032,19.32680820602757,19.35738813176971,72924700
2022-08-18,20.43993377685547,20.58672069136685,20.103549916928003,20.24421944623953,84552500
2022-08-19,19.40631675720215,20.274801115474567,19.16167385105821,20.13412925716169,125178200
2022-08-22,19.822208404541016,19.926182942177974,18.641805181766028,19.412431138083623,92400300
2022-08-23,20.45216941833496,20.488866735986775,19.950651075922924,19.956768462081172,73215800
2022-08-24,20.574487686157227,20.8680591739778,20.335960998121678,20.513327834439984,61067900
2022-08-25,20.35430908203125,21.014846698761033,19.981227909593006,20.855827346689555,99511600
2022-08-26,20.574487686157227,20.592835175052638,19.92006747376783,20.354308487017093,63545400
2022-08-29,21.08823585510254,21.455201920885212,20.458280591858603,20.519440436273126,73339500
2022-08-30,19.834440231323242,20.929218703075975,19.73658308113352,20.79466424665317,99361100
2022-08-31,20.323728561401367,20.45216564986838,19.46136158682474,19.61426354921846,114235400
2022-09-01,20.702926635742188,20.764088826056483,20.036273926459877,20.403240069048646,69184700
2022-09-02,20.43993377685547,21.143283756511956,20.342076611547498,21.06377408060584,81792300
2022-09-05,20.391008377075195,20.86194676078099,20.274803710874707,20.702927393244444,76337600
2022-09-06,19.632610321044922,19.932299182954125,19.271762776200923,19.736584864886414,111813500
2022-09-08,19.449129104614258,20.04850451583138,19.204486198663332,19.761050413707107,63159800
2022-09-09,19.44301414489746,19.981227373992382,19.3879693449788,19.871140107253854,49871900
2022-09-12,19.253416061401367,20.017925922478767,19.241183623652255,19.663194560150302,71374500
2022-09-13,18.74578094482422,19.228951721104846,18.666272435164455,18.923147786714402,88327800
2022-09-14,19.03323745727539,19.22283557063634,18.733548573945917,18.806942031741784,49039700
2022-09-15,18.996540069580078,19.10051345389036,18.83752188377909,18.91091534128317,45553200
2022-09-16,18.825288772583008,18.929262146728615,18.5561810101092,18.874217350619215,107303600
2022-09-19,19.124977111816406,19.192253179819733,18.274841435407616,18.654038803046344,65559900
2022-09-20,19.014888763427734,19.326808916979214,18.86198679599364,19.21671931377876,67798200
2022-09-21,19.063817977905273,19.247299878284938,18.89256734874797,19.17390758475286,58812200
2022-09-22,19.53475570678711,19.620381601894874,18.97819263805911,19.25341547980349,69764300
2022-09-23,18.311538696289062,19.198369346927254,18.207565318870863,19.155556985616705,138630800
2022-09-26,17.913997650146484,18.397167330371012,17.901765211014318,18.176988092190435,42934600
2022-09-27,18.146404266357422,18.274841350031394,18.091359468625903,18.14028804810399,71087600
2022-09-28,17.901762008666992,18.238145858780488,17.47975226649508,18.14640491479948,104670700
2022-09-29,17.926227569580078,17.981272374970203,17.491986512112998,17.730513224437196,87536500
2022-09-30,18.225914001464844,18.647923757057693,17.736628173639392,17.871181484654034,121637100
2022-10-03,19.68153953552246,19.96287856850863,19.36350319397776,19.51640514665702,179694100
2022-10-04,19.186138153076172,20.170825966774125,19.002655104025155,20.121898553553084,115917200
2022-10-05,19.9078369140625,20.07297132898935,19.082167172527264,19.210604273104032,92893700
2022-10-06,20.586721420288086,20.66623109900943,19.840559050208405,20.18306030746279,82671900
2022-10-07,20.568370819091797,20.990379358136124,20.317611716222224,20.537790895931817,73500100
2022-10-10,20.335962295532227,20.727390970932355,20.18306032338537,20.580606384206778,52222600
2022-10-11,20.183059692382812,20.384891409194097,19.944532996586837,20.115782453445718,58332400
2022-10-13,20.757970809936523,21.09435701369966,19.822211490992714,19.87725629405405,91143900
2022-10-14,20.43993377685547,20.880292187290756,20.366541486149206,20.776319969881786,62246100
2022-10-17,20.421585083007812,20.88640834062997,20.08520124291995,20.329845308310425,100936400
2022-10-18,20.923107147216797,20.935339586035322,20.280919274388552,20.733510178277484,82313200
2022-10-19,21.663150787353516,21.748777853509402,20.8069011236856,20.874178366258583,113700900
2022-10-20,22.305341720581055,22.35426914125819,21.877215707435532,22.079045109014704,114347400
2022-10-21,23.069849014282227,23.47962515683787,22.256409448052576,22.29310675923171,139601400
2022-10-24,20.947568893432617,22.519400883605787,20.9353364564427,22.323686557964685,142110900
2022-10-25,20.507211685180664,21.100472081602895,20.31149734817313,20.819133013791934,113161200
2022-10-26,20.005693435668945,20.507211716657913,19.510291373539534,19.938416194763292,121334800
2022-10-27,20.15859603881836,20.513329744485073,19.981229185985004,20.06685625270039,111008800
2022-10-28,19.920068740844727,20.256452612883855,19.485827699974234,19.999578419613627,129745400
2022-10-31,18.23202896118164,19.326807529350408,17.834484107705865,18.721315921770504,262409400
2022-11-01,18.262609481811523,18.758011478617025,18.079126439867377,18.69685046463564,115944200
2022-11-03,18.317655563354492,18.58676217728077,18.005735420051877,18.22591345266889,139062100
2022-11-04,17.308504104614258,18.898684969910338,17.235111805636496,18.837523943062497,195361000
2022-11-07,16.60515785217285,17.30850685636954,16.556229256225684,17.100560031956643,117206600
2022-11-08,16.727476119995117,16.83756572746948,16.360511150597063,16.55010927094209,94745400
2022-11-09,16.452251434326172,17.094440396375454,16.293233248482046,16.60515340149751,103303500
2022-11-10,15.975196838378906,16.44613397516759,15.663276708890702,15.95073196553308,145470100
2022-11-11,16.507295608520508,16.733591024616146,15.718322094504726,15.779481945809515,146365800
2022-11-14,16.941537857055664,17.235109344138294,16.56845669646145,16.672430077288556,66639500
2022-11-16,16.60515785217285,17.19230217008861,16.470604504955578,17.00881906037442,85549900
2022-11-17,16.611268997192383,16.6968937223013,16.238187837990285,16.51341183519665,101525800
2022-11-18,16.329931259155273,16.880378131211742,16.03635858304894,16.758056085621647,127683500
2022-11-21,16.37885856628418,16.862028158916655,15.9323839512967,16.58680532763468,164898100
2022-11-22,15.265644073486328,15.331077859843889,14.591678195681082,15.049713452138343,164261300
2022-11-23,15.33761978149414,15.475029595432652,14.918844340822043,15.049711900040613,77317300
2022-11-24,15.867631912231445,16.116278790994386,15.21329657564458,15.389967416053981,94233800
2022-11-25,15.612441062927246,15.919978212619514,15.442313730742512,15.874174940117003,58635900
2022-11-28,15.939610481262207,16.063933306624904,15.403055661772681,15.475031705918003,56067400
2022-11-29,16.607030868530273,16.934198548153407,16.018129294817758,16.0966500870674,96151500
2022-11-30,17.444580078125,17.444580078125,16.685551182978266,16.750984966638285,120774700
2022-12-01,16.74444007873535,17.529642921629605,16.724809570847064,17.39223186250263,71259400
2022-12-02,16.953828811645508,17.3071704995613,16.56122735219873,16.809875484001466,66301000
2022-12-05,16.76407241821289,17.392233762722796,16.718267894802434,17.012719305069982,56065400
2022-12-06,16.777156829833984,17.267908308847495,16.633203511953084,16.894937384484514,74991200
2022-12-07,16.587400436401367,17.05852141252865,16.535053661276113,16.580856933505014,57008400
2022-12-08,16.21442985534668,16.875308685504027,16.122822060878782,16.718267108714947,55567700
2022-12-09,16.168624877929688,16.39109898271777,16.02467155932086,16.351839213650923,61586200
2022-12-12,15.645158767700195,16.13591030055916,15.134776724230422,16.083563520309365,111293100
2022-12-13,15.259098052978516,15.834913780286458,15.252554550617578,15.769480004722539,102533100
2022-12-14,14.048580169677734,14.787979848529332,13.590546152166914,14.722546060871874,319501600
2022-12-15,14.421550750732422,14.637481351901856,13.629804381080797,13.741041433079932,132385600
2022-12-16,14.428092956542969,14.467353973382732,14.07475254130393,14.36920267932887,90767300
2022-12-19,14.644022941589355,14.729087226455281,14.159814986656883,14.4608098628852,63074100
2022-12-20,15.095515251159668,15.206752302669871,14.53278649080857,14.650567045118851,71875500
2022-12-21,15.422683715820312,15.520833766903856,14.951562721791936,15.376880441851032,74252800
2022-12-22,15.697503089904785,16.070473996787413,15.507746509230067,15.638612815339581,81894800
2022-12-23,16.436904907226562,16.502337445247385,15.78911179801861,15.78911179801861,68387900
2022-12-26,16.319128036499023,16.554687972404228,16.240607225833326,16.436908628474598,28765200
2022-12-27,16.430360794067383,16.5612271132981,16.063932104911895,16.521967342333447,50803200
2022-12-28,16.227516174316406,16.567770855711796,16.194799906047695,16.423817528065577,57293500
2022-12-29,16.031213760375977,16.391097651696846,15.985410492176461,16.351837885818043,57901800
2023-01-02,14.997366905212402,15.57972499192891,14.918846110756643,15.403055388483404,78424700
2023-01-03,14.617852210998535,15.115147240105006,14.480441134828462,15.01045368114003,96750300
2023-01-04,15.082429885864258,15.43577158722313,14.284141178119459,14.369204227680475,129504000
2023-01-05,15.625527381896973,15.73022218457825,15.147862882866068,15.272186947013022,73886000
2023-01-06,15.533918380737305,15.913432768376213,15.409594336221591,15.664785927390206,51851500
2023-01-09,15.618983268737793,15.70404630374306,15.21329485675109,15.37687867241508,46385200
2023-01-10,15.762937545776367,15.776024551364529,15.291816577012508,15.671331002750337,52741100
2023-01-11,15.887264251708984,16.109738391619377,15.736766158443187,15.802199949248436,53536500
2023-01-12,16.11627960205078,16.129366608972074,15.776026158416924,15.893806724617196,58130000
2023-01-13,16.07701873779297,16.135909016894786,15.867631633451214,15.991955694671226,40002700
2023-01-16,15.73022174835205,16.031215397571096,15.59281068167488,15.972325118715965,31973700
2023-01-17,16.698640823364258,16.764074617345806,15.77602794755726,15.77602794755726,91797500
2023-01-18,16.404186248779297,17.03234880404652,16.358382976133417,16.908024743975144,69692900
2023-01-19,16.94074058532715,16.98000160207684,16.22097275088711,16.358382565374395,75553300
2023-01-20,17.254825592041016,17.405322439262672,16.633206443192222,16.940743641607668,114219500
2023-01-23,17.529644012451172,18.059655277960903,17.09778154835386,17.18938934282085,87678100
2023-01-24,17.405319213867188,18.013851242004097,17.25482239453423,17.974590225446818,65794000
2023-01-25,17.627790451049805,17.719396978706612,17.019258521797394,17.37259887707746,51832900
2023-01-26,17.176301956176758,17.797921002380427,16.881850566281216,17.72594371861806,73344800
2023-01-27,16.76407241821289,17.163216137853105,16.646291854105872,17.130499869177,47681900
2023-01-30,16.84913444519043,17.05852154734628,16.69209411857354,16.914568226625526,40683200
2023-01-31,17.05851936340332,17.150125896857045,16.69863548365333,16.770611510776078,54048900
2023-02-01,16.822959899902344,17.326798378515434,16.652833820829994,17.058521006380264,56349200
2023-02-02,16.04430389404297,16.888395889305556,15.978870106120159,16.692095773582825,83823000
2023-02-03,16.22097396850586,16.607030677825936,15.978869339224824,16.05739013057278,71170700
2023-02-06,16.868764877319336,16.927655155538545,16.194799053280356,16.27331984025449,82794500
2023-02-07,16.76407241821289,17.104325855799598,16.659377612748923,16.95382902301647,55311800
2023-02-08,17.045434951782227,17.1108687347925,16.72481078788205,16.881851118279343,48713100
2023-02-09,16.9669189453125,17.222109379366046,16.875312378841148,17.04543850284627,38198300
2023-02-10,17.48383903503418,17.52964355509541,16.966914789084445,16.999631055368337,54683100
2023-02-13,17.53618621826172,17.595076497380486,17.25482307675,17.46421018115202,36726900
2023-02-14,17.470754623413086,17.706314504506466,17.405320837758282,17.568904677872467,35839000
2023-02-15,17.496925354003906,17.536185121612725,17.209017479433044,17.39223180835005,72554100
2023-02-16,17.56890296936035,17.634336748651958,17.33334186312878,17.405319145154103,44115700
2023-02-17,17.30062484741211,17.451121659625926,17.254821578307514,17.451121659625926,61085700
2023-02-22,16.855676651000977,17.08469424437686,16.809873381934896,17.012716965532743,38608500
2023-02-23,17.372600555419922,17.529642115210777,16.862219854258743,16.862219854258743,73913400
2023-02-24,16.94728660583496,17.470755674521676,16.927657342589505,17.451125163230493,64409100
2023-02-27,17.110870361328125,17.496928344936716,16.88839622677247,16.908026737955286,76250600
2023-02-28,16.51542091369629,17.61470429034931,16.51542091369629,17.150125632052795,130248100
2023-03-01,16.554683685302734,16.639747978832304,15.828372302953271,16.561227188500826,109257700
2023-03-02,16.12282371520996,16.796789620594982,15.946154107274308,16.633205772029797,124516200
2023-03-03,16.816417694091797,16.842590457084576,15.998498569827518,16.24714543446382,87591800
2023-03-06,16.986543655395508,17.09123845077433,16.600486979632457,16.81641757701306,50227400
2023-03-07,16.423818588256836,16.868766854489188,16.312581521698746,16.829505832377592,59052500
2023-03-08,16.633203506469727,16.960371159037543,16.443445668918528,16.45653267455217,66220400
2023-03-09,16.56122589111328,17.163214409676776,16.54159663110236,16.587399901855207,68042300
2023-03-10,16.345294952392578,16.737896368981428,16.319122190244254,16.463075502173783,48118600
2023-03-13,15.82837200164795,16.266776723209738,15.769481722031767,16.063931872067073,58605500
2023-03-14,15.54700756072998,16.181712380315535,15.442314007974542,15.88726223120796,58916700
2023-03-15,15.272189140319824,15.363795701770648,14.918847406645282,15.265645636209651,93708800
2023-03-16,15.219839096069336,15.389966422362702,15.030081261649437,15.3114456379021,66821000
2023-03-17,15.3834228515625,15.3834228515625,14.958105161734427,15.115145481914999,93502700
2023-03-20,15.003910064697266,15.475031076491415,14.977736051130316,15.383424525098413,57575200
2023-03-21,15.311447143554688,15.442314714509392,15.102060028463685,15.180580820645638,43391200
2023-03-22,15.265644073486328,15.455401929118688,15.075887465899635,15.304903846082597,46435600
2023-03-23,14.918844223022461,15.488116478669046,14.78143441016894,15.291816389436722,74711200
2023-03-24,14.912302017211914,15.134774869982863,14.709457176555658,14.859953995329887,52556800
2023-03-27,15.16749382019043,15.28527438448906,14.938476194948162,15.121690544751106,39148700
2023-03-28,15.435770988464355,15.468487256708206,15.147863085345062,15.193666360104706,29091100
2023-03-29,15.638612747192383,15.73022053391989,15.357248380617046,15.514288696091434,49148600
2023-03-30,15.684419631958008,15.887264511576785,15.494663008369269,15.867633999600388,56116900
2023-03-31,15.344165802001953,15.848003117160681,15.187124205953337,15.70404977683615,59547800
2023-04-03,16.024673461914062,16.031216965543035,15.573181695880665,15.762939556983724,73931200
2023-04-04,15.880720138549805,16.201344328344238,15.76948307286229,16.116280029147237,57505700
2023-04-05,15.933064460754395,16.050845011899835,15.226382401927266,15.82837091485745,93626400
2023-04-06,15.704049110412598,15.978870019766646,15.671332840650848,15.926523239320431,29565400
2023-04-10,16.037757873535156,16.13590791599319,15.723677238451248,15.723677238451248,41455900
2023-04-11,16.790245056152344,16.816419069331157,16.11627919334555,16.162083716408475,80565000
2023-04-12,16.914567947387695,17.11086804040675,16.47616324146929,16.999630988217138,71563400
2023-04-13,17.032350540161133,17.071610313852858,16.881852452925735,16.914569971040258,38852800
2023-04-14,17.20901870727539,17.27445248998905,16.82950426519089,16.8818510417527,38421100
